PROJCS,EPSG
ETRS89_UTM_zone_33N,5556
Ocotepeque_1935_Guatemala_Norte,5559
Ukraine_2000_Gauss_Kruger_zone_4,5562
Ukraine_2000_Gauss_Kruger_zone_5,5563
Ukraine_2000_Gauss_Kruger_zone_6,5564
Ukraine_2000_Gauss_Kruger_zone_7,5565
Ukraine_2000_Gauss_Kruger_CM_21E,5566
Ukraine_2000_Gauss_Kruger_CM_27E,5567
Ukraine_2000_Gauss_Kruger_CM_33E,5568
Ukraine_2000_Gauss_Kruger_CM_39E,5569
Ukraine_2000_3_degree_Gauss_Kruger_zone_7,5570
Ukraine_2000_3_degree_Gauss_Kruger_zone_8,5571
Ukraine_2000_3_degree_Gauss_Kruger_zone_9,5572
Ukraine_2000_3_degree_Gauss_Kruger_zone_10,5573
Ukraine_2000_3_degree_Gauss_Kruger_zone_11,5574
Ukraine_2000_3_degree_Gauss_Kruger_zone_12,5575
Ukraine_2000_3_degree_Gauss_Kruger_zone_13,5576
Ukraine_2000_3_degree_Gauss_Kruger_CM_21E,5577
Ukraine_2000_3_degree_Gauss_Kruger_CM_24E,5578
Ukraine_2000_3_degree_Gauss_Kruger_CM_27E,5579
Ukraine_2000_3_degree_Gauss_Kruger_CM_30E,5580
Ukraine_2000_3_degree_Gauss_Kruger_CM_33E,5581
Ukraine_2000_3_degree_Gauss_Kruger_CM_36E,5582
Ukraine_2000_3_degree_Gauss_Kruger_CM_39E,5583
NAD27_New_Brunswick_Stereographic_NAD27,5588
Sibun_Gorge_1922_Colony_Grid,5589
FEH2010_Fehmarnbelt_TM,5596
FEH2010_Fehmarnbelt_TM,5598
NAD27_Michigan_East,5623
NAD27_Michigan_Old_Central,5624
NAD27_Michigan_West,5625
ED50_TM_6_NE,5627
Moznet_UTM_zone_38S,5629
Pulkovo_1942_58_Gauss_Kruger_zone_2_E_N,5631
PTRA08_LCC_Europe,5632
PTRA08_LAEA_Europe,5633
REGCAN95_LCC_Europe,5634
REGCAN95_LAEA_Europe,5635
TUREF_LAEA_Europe,5636
TUREF_LCC_Europe,5637
ISN2004_LAEA_Europe,5638
ISN2004_LCC_Europe,5639
SIRGAS_2000_Brazil_Mercator,5641
ED50_SPBA_LCC,5643
RGR92_UTM_zone_39S,5644
NAD83_Vermont_ftUS,5646
ETRS89_UTM_zone_31N_zE_N,5649
ETRS89_UTM_zone_33N_zE_N,5650
ETRS89_UTM_zone_31N_N_zE,5651
ETRS89_UTM_zone_32N_N_zE,5652
ETRS89_UTM_zone_33N_N_zE,5653
NAD83_HARN_Vermont_ftUS,5654
NAD83_NSRS2007_Vermont_ftUS,5655
Monte_Mario_TM_Emilia_Romagna,5659
Pulkovo_1942_58_Gauss_Kruger_zone_3_E_N,5663
Pulkovo_1942_83_Gauss_Kruger_zone_2_E_N,5664
Pulkovo_1942_83_Gauss_Kruger_zone_3_E_N,5665
PD_83_3_degree_Gauss_Kruger_zone_3_E_N,5666
PD_83_3_degree_Gauss_Kruger_zone_4_E_N,5667
RD_83_3_degree_Gauss_Kruger_zone_4_E_N,5668
RD_83_3_degree_Gauss_Kruger_zone_5_E_N,5669
Pulkovo_1942_58_3_degree_Gauss_Kruger_zone_3_E_N,5670
Pulkovo_1942_58_3_degree_Gauss_Kruger_zone_4_E_N,5671
Pulkovo_1942_58_3_degree_Gauss_Kruger_zone_5_E_N,5672
Pulkovo_1942_83_3_degree_Gauss_Kruger_zone_3_E_N,5673
Pulkovo_1942_83_3_degree_Gauss_Kruger_zone_4_E_N,5674
Pulkovo_1942_83_3_degree_Gauss_Kruger_zone_5_E_N,5675
DHDN_3_degree_Gauss_Kruger_zone_2_E_N,5676
DHDN_3_degree_Gauss_Kruger_zone_3_E_N,5677
DHDN_3_degree_Gauss_Kruger_zone_4_E_N,5678
DHDN_3_degree_Gauss_Kruger_zone_5_E_N,5679
DHDN_3_degree_Gauss_Kruger_zone_1_E_N,5680
DB_REF_3_degree_Gauss_Kruger_zone_2_E_N,5682
DB_REF_3_degree_Gauss_Kruger_zone_3_E_N,5683
DB_REF_3_degree_Gauss_Kruger_zone_4_E_N,5684
DB_REF_3_degree_Gauss_Kruger_zone_5_E_N,5685
RGF93_Lambert_93,5698
RGF93_Lambert_93,5699
NZGD_2000_UTM_Zone_1S,5700
NTF_Paris_Lambert_zone_I,5707
NTF_Paris_Lambert_zone_IV,5708
EPSG topocentric example A,5819
EPSG topocentric example B,5820
EPSG vertical perspective example,5821
AGD66_ACT_Standard_Grid,5825
DB_REF_3_degree_Gauss_Kruger_zone_2_E_N,5832
DB_REF_3_degree_Gauss_Kruger_zone_3_E_N,5833
DB_REF_3_degree_Gauss_Kruger_zone_4_E_N,5834
DB_REF_3_degree_Gauss_Kruger_zone_5_E_N,5835
Yemen_NGN96_UTM_zone_37N,5836
Yemen_NGN96_UTM_zone_40N,5837
Peru96_UTM_zone_17S,5839
WGS_84_TM_12_SE,5842
RGRDC_2005_Congo_TM_zone_30,5844
SWEREF99_TM,5845
SWEREF99_12_00,5846
SWEREF99_13_30,5847
SWEREF99_15_00,5848
SWEREF99_16_30,5849
SWEREF99_18_00,5850
SWEREF99_14_15,5851
SWEREF99_15_45,5852
SWEREF99_17_15,5853
SWEREF99_18_45,5854
SWEREF99_20_15,5855
SWEREF99_21_45,5856
SWEREF99_23_15,5857
SAD69_96_UTM_zone_22S,5858
NTF_Paris_France_II_deprecated,7401
NTF_Paris_France_II_deprecated,7402
NTF_Paris_France_III_deprecated,7403
OSGB_1936_British_National_Grid,7405
NAD27_Texas_North,7407
NTF_Paris_Lambert_zone_II,7411
NTF_Paris_Lambert_zone_II,7412
NTF_Paris_Lambert_zone_III,7413
Amersfoort_RD_New,7415
ETRS89_UTM_zone_32N,7416
ETRS89_UTM_zone_33N,7417
ETRS89_Kp2000_Jutland,7418
ETRS89_Kp2000_Zealand,7419
ETRS89_Kp2000_Bornholm,7420
NTF_Paris_Lambert_zone_II,7421
NTF_Paris_Lambert_zone_III,7422
